,frame,tracker,left,top,width,height
0,130,0,179.0,-10.0,83.0,103.0
1,131,0,177.1636517932547,-9.24716636162951,81.20602974682345,100.76847602653649
2,132,0,177.42246783086767,-9.252879447920428,82.31910131861912,102.15302846950189
3,133,0,176.9665009375514,-9.471360179321692,82.33048756918916,102.16719185435733
4,134,0,175.15477180408544,-9.031489524273724,80.53191333150801,99.92994097333928
5,135,0,172.12200036589095,-8.59082756555042,81.29532865246284,100.87955515306359
6,136,0,172.53485559146907,-9.192709549055529,82.49912155213224,102.37695607704259
7,180,1,14.0,40.0,46.0,66.0
8,181,1,16.487000481230755,39.61080317382425,46.02599903753844,66.03755416533329
9,200,2,92.0,49.0,58.0,78.0
10,201,2,91.48900149678555,50.27020138762479,55.989377004310924,75.28389525143757
11,202,2,91.37082829185171,48.97308625440026,58.27773314534299,78.37518337177912
12,203,2,91.29100158616596,48.9020305073684,58.41585680408481,78.56177147218472
13,204,2,91.27097795582813,48.997342174122906,58.36530947922364,78.49348824386351
14,205,2,91.18864781894908,48.894609750062536,58.47001118182396,78.63492738597273
15,206,2,91.18889138372182,48.91857805222343,58.47351161573454,78.63965604230802
16,207,2,93.7203642722647,50.57018267812229,56.24813106717431,75.63344021355124
17,208,2,91.11854023236523,50.49215999140491,55.940463753160884,75.2178194560243
18,209,2,92.27709733132642,50.40794347636116,57.28604713877769,77.03553736291016
19,210,2,91.23121568131995,48.77351611933756,58.44222322814852,78.59738927311287
20,210,3,146.0,10.0,75.0,95.0
21,211,2,91.20005775320973,48.67478520917079,58.5048264099031,78.68195848355325
22,211,3,141.87129987037164,7.1600223764015,79.28692881757513,100.44555822773054
23,212,2,91.36211105244564,48.77925451356309,58.4490888013558,78.60666381937531
24,212,3,145.60710464132575,9.142951282516947,77.03444786350474,97.58429863742492
25,213,2,91.65507486528615,48.95983381939578,58.31024861391229,78.41910777668849
26,213,3,146.91041836754215,4.410401995799205,79.4967836019722,100.71213052142417
27,214,2,91.85716636707593,49.08938210874516,58.172333988474804,78.23280205460628
28,214,3,146.94651537966553,0.571341579534483,81.1689625466575,102.83624972142985
29,215,2,92.00187896392346,49.16583550454121,58.013613996662954,78.01839083759728
30,215,3,149.79179291008177,-1.1946290927466094,80.6796871596136,102.21473774329297
31,216,2,92.26329863397143,49.518151684195196,57.737341745954694,77.64518095506156
32,216,3,147.44930135270755,0.11558259153004258,80.0526911303873,101.41828332778928
33,217,2,92.39181804016233,49.64579202203969,57.64632004903929,77.52222182063196
34,217,3,150.46802116200683,0.7789498194493163,81.41350782129751,103.14688831354013
35,218,2,92.57499708522913,49.85335836946755,57.46962582616668,77.2835296248216
36,218,3,145.90494196680734,1.7923985311348787,81.6048320093297,103.38992174158099
37,219,2,92.77624506270212,50.033440181472564,57.283037514159844,77.03147172965447
38,219,3,145.15929856906615,6.769097159139029,81.3049003157156,103.00892742807125
39,220,2,92.88664870569613,50.056362789981186,57.208289146724326,76.93049586487314
40,220,3,144.8999175854082,11.141105415744903,81.13094878683154,102.78796197246173
41,221,2,93.07749027983752,50.19964443127831,57.089210861585514,76.76963572529968
42,221,3,143.2377100058912,13.820828165822341,82.67467619504657,104.74891300451867
43,222,2,93.14704404357425,50.191954445336684,57.00116215779826,76.65069273948183
44,222,3,144.5002785824163,19.66150726903784,82.08494751745178,103.9997981978442
45,223,2,95.13400498492656,51.09582163436999,55.83799576414698,75.07939778665465
46,223,3,148.14264856040924,19.241057877605407,83.80964617451588,106.19063162708778
47,224,2,93.05649851690148,51.68821834132458,54.964012924703894,73.8987543017929
48,224,3,146.6985906820671,16.71268219430786,84.7765391998222,107.4188470916661
49,225,2,95.75974303227746,53.71999738638543,53.15512475559417,71.45516852948677
50,225,3,146.85364609559554,12.57537395079899,86.32812924387207,109.38978579626996
51,226,2,93.74825007822778,50.757547104409454,56.27552682382003,75.67044851638835
52,226,3,147.64748841912132,9.831322473285127,87.96317091296612,111.46673061917323
53,227,2,93.57923392856262,50.406932244012346,56.73670927465548,76.2934493710257
54,227,3,145.8423872129276,7.078565933674561,89.30756187484207,113.17447048966432
55,228,2,93.61651513093992,50.305213991785465,56.93162596534626,76.5567578830115
56,228,3,148.33925063671367,5.9680462967813455,89.99770689351516,114.05114118905985
57,229,2,93.69757878486396,50.33491183119011,56.8477815494482,76.4434943738159
58,229,3,147.0213941200716,5.04237564882083,90.42300588459358,114.59138585340273
59,230,2,93.7282106282103,50.38274192564551,56.814733540206376,76.39885057185762
60,230,3,147.79679535585385,5.616258115917233,90.38778541040534,114.5466463321366
61,270,4,1.0,45.0,46.0,66.0
62,271,4,0.7926631854219046,44.99524747792521,46.00218214857338,66.00315199238378
63,272,4,0.3812895294777725,44.85447186893824,46.03247630325147,66.04691021580766
64,273,4,0.21255630204177933,44.762912372792194,46.067588596843095,66.09762797321778
65,274,4,-0.1225839859694986,44.56203120513757,46.15038676151386,66.21722532218666
66,275,4,-0.5355248710502671,44.32841720444677,46.34866131540535,66.50362190002994
67,276,4,-0.9257433785984546,44.20119244974026,46.437743553253455,66.63229624358831
68,277,4,-1.1284611058307483,44.07043326821131,46.45829550363182,66.66198239413484
69,278,4,-1.2222691448941347,44.113628566414924,46.43397574054195,66.6268538474495
70,279,4,-1.5152646869511806,43.95307681111171,46.530105166415694,66.76570746260043
71,280,4,-1.7301279165714227,43.828700693531395,46.67913633200003,66.9809747017778
72,281,4,-3.526669913739809,42.97600136649617,47.77391562183346,68.5623225648705
73,282,4,-2.61851942969167,43.30823346824927,47.56207204066827,68.2563262809652
74,283,4,-2.5142308679806575,43.626905059117654,47.1113463888148,67.60527811717685
75,284,4,-2.583559910168354,43.55374525183208,46.95976440266841,67.38632635940985
76,285,4,-2.743781972403159,43.46822693059781,46.89119568231706,67.28728265223569
77,286,4,-2.750517541260443,43.48007226964358,46.74324029865127,67.07356932027398
78,287,4,-2.7817140676140397,43.534765832332894,46.693697787087956,67.00200791468251
79,288,4,-2.7817671566356204,43.63081499586869,46.60448300765121,66.87314212216276
80,289,4,-2.84697097578022,43.631969089142615,46.55389483848404,66.80007032225461
81,290,4,-2.78855991179287,43.73261517755344,46.408691638530456,66.59033236676609
82,291,4,-2.8557483729505826,43.79351877082827,46.33105835212571,66.47819539751478
83,292,4,-2.8841079893917936,43.7913502823367,46.17153776063293,66.24777676535854
84,293,4,-2.8701574092600843,43.800449843862076,46.191501298557725,66.27661298680545
85,300,5,145.0,11.0,78.0,98.0
86,301,5,144.41305199936102,9.393805956707503,79.05822916329691,99.33309388103643
87,302,5,144.36378877991558,5.872673584439319,83.08382662490891,104.40430107293722
88,303,5,143.21063114208448,5.4251330969882545,82.63091167897926,103.83374588131156
89,304,5,140.8522732770681,6.680901399855742,82.41318319419747,103.55946454333971
90,305,5,140.4415266401063,9.618499290375745,81.42549461936062,102.3152334815322
91,306,5,138.665955516972,14.136089761300433,83.18940365186512,104.53730070429759
92,307,5,137.9347008637959,20.11738554819231,82.8254817659531,104.07885365321363
93,308,5,136.36554459716376,19.0176574956854,83.61194704609898,105.06959562950132
94,309,5,136.09658559042236,16.560791495347225,84.17794206334634,105.78260233954018
95,310,5,138.80848647334503,11.13935661332593,84.299336435057,105.93552771689
96,311,5,140.0158489806751,9.207283781257416,83.73570778561981,105.22550201565096
97,312,5,143.77828168685642,8.608967310312373,81.72655622563133,102.69449290761352
98,313,5,143.9572429310549,5.720836820910982,83.16255720891502,104.50348115928259
99,314,5,143.14240375757447,4.682811585609926,83.88084616545848,105.40833867596723
100,315,5,144.67971839907256,6.159760946205445,82.28047375501728,103.39228511995688
101,316,5,146.6902510863116,5.699829608065265,83.0432732156982,104.35321431068482
102,317,5,145.33394083266188,5.595221553857236,82.96607453617162,104.25596402608636
103,318,5,147.04052518380058,5.004171033622484,84.00858729194454,105.56925931582624
104,319,5,145.9347563900365,5.185446819193871,83.18602093984742,104.53303936578186
105,320,5,147.97355498805464,5.039680572815364,83.50714316269716,104.93756995820297
106,321,5,142.4719792638356,2.7285716947050673,85.34283425972421,107.25006393757471
107,322,5,145.82879274617534,7.618232306093873,81.16833849134423,101.99128355403113
108,323,5,144.51771108258885,10.836837120982501,78.44594591909373,98.56177602794935
109,324,5,146.6145389927566,12.023978138120562,77.25621664057826,97.06302615761169
110,325,5,147.49906988459816,12.951602279191675,76.35121547092763,95.92295974909075
111,326,5,148.36012377186483,13.085553144540206,76.19165184898924,95.721951030545
112,327,5,150.71883744161693,13.227050713252474,75.92466936987353,95.38562245295765
113,328,5,148.6086119169712,11.840497002584975,77.46659265383369,97.32804529119318
114,329,5,148.2981746394079,11.740636634181008,77.59838384106808,97.4940679556313
115,330,5,146.65330959429866,12.093556711973008,76.9088182707132,96.6253944449245
116,331,5,147.96279581580944,13.335992568791866,75.86888538994862,95.31534912759767
117,332,5,145.77403486660364,14.425027261963663,75.2551482623632,94.542199759081
118,333,5,143.81401945396675,15.87097315685753,74.31295868130525,93.35528561151452
119,334,5,144.70617748425866,17.30092922509256,74.22036221049899,93.23863810933
120,335,5,141.80328033285545,18.295601595884406,75.14479903260519,94.40318839172355
121,336,5,140.56048494563584,22.10283442653938,75.98272760631914,95.45876075081779
122,337,5,140.56125404578324,25.19798775336777,74.7644687179357,93.92407098233471
123,338,5,144.85936683272922,25.698682457108667,74.364295223814,93.41995632090865
124,339,5,145.75535369455395,23.700388490753397,74.20263917180432,93.21631168396141
125,340,5,148.4616877169221,19.862734946149644,73.6701470718545,92.54550994766097
126,341,5,147.2821802596411,18.449058585467128,74.04263016418838,93.01474189514647
127,342,5,146.34255576549592,17.62465398186992,75.54228702584311,94.90392001956866
128,343,5,144.1955087219584,18.68655303087531,75.01725631501427,94.24251769553749
129,344,5,148.48861564948726,20.922660536860548,73.27326843045199,92.04554594485518
130,345,5,147.48296871878654,20.50787048208865,73.41690722170938,92.22649351306256
131,346,5,149.0658152826381,19.12419900357377,74.33089292952474,93.37787810602475
132,347,5,147.56210031654834,17.93478595908004,74.78433707343754,93.94909994965516
133,348,5,148.36478412755636,16.253312009061545,77.06619267745907,96.823645320955
134,349,5,144.45012318696,15.310972161875625,78.0174686957289,98.02200601929488
135,350,5,147.74453921031017,14.59345915543824,78.72642842049589,98.91511112711825
136,351,5,145.31825415376315,15.561655827081559,78.39723663888964,98.50041498665323
137,352,5,150.1032394572939,16.04434367475669,77.42695899170428,97.2781171713678
138,353,5,151.40027668989813,17.90469126055995,76.21150221482844,95.74695733556314
139,354,5,154.42898580823834,18.521542991072607,75.1681841258029,94.4326475351024
140,355,5,152.10281512355934,19.13773969428388,74.87597988677356,94.06454609113038
141,356,5,154.6179052199064,19.415268907344263,74.42752671333903,93.49961157394665
142,357,5,152.7388186153575,17.61012540894498,75.5008023970251,94.85166016248621
143,358,5,154.7831377760387,11.843066767192589,76.37888423546411,95.95781520571455
144,359,5,157.40568709069817,9.78623394642107,76.15904455517602,95.6808743097672
145,360,5,156.52118991404484,7.174709832377943,76.95300592564547,96.6810594128261
146,361,5,158.86015938028726,7.023052419635462,76.93786515899876,96.66198597951788
147,362,5,156.33837767877893,7.261567182893046,76.91890421808222,96.63810011888273
148,363,5,157.36633677322945,8.486425074095969,76.77102456873689,96.45181017100617
149,364,5,157.61033273682466,9.052514839702319,76.57532972640576,96.2052854994981
150,365,5,159.4792839978415,9.198768754908947,76.46490890901822,96.06618395032157
151,366,5,156.39614774107312,9.557649520394229,75.80458336771022,95.23434528140112
152,367,5,159.02437517883442,10.145158193464638,75.53510071670132,94.8948671366237
153,368,5,157.61807135492074,9.606447270637446,75.81141890294566,95.24295628033411
154,370,6,190.0,13.0,64.0,84.0
155,371,6,190.06898984166796,12.422872444865433,63.75358048362932,83.67535206573385
156,372,6,189.92753408275274,11.883005766860201,63.671077269737566,83.56665735536853
157,373,6,189.92712295565715,9.721187422652648,66.4430378839482,87.21860546615395
158,374,6,189.03826347571064,10.490652446474336,65.23957215474587,85.63308712450643
159,375,6,189.33475560523615,13.034954394890129,61.57231166891273,80.80161696063104
160,376,6,190.48461239267272,12.803573022303212,61.955049923667616,81.30585942324457
161,377,6,189.2846329459722,13.237705810155,61.45048995221066,80.64112168307116
162,378,6,190.2191664997931,12.626805090823524,62.437469925519224,81.94142863203325
163,379,6,188.61287771497712,12.999269907760507,62.753653136265484,82.35798746523866
164,380,6,189.39185130675327,13.037630450532873,63.43849709096264,83.26024219920478
165,380,7,132.0,36.0,42.0,62.0
166,381,6,187.60612097496238,13.325156831165252,63.49416720487761,83.33358536515627
167,381,7,133.4282229747045,35.814659980857336,41.77538449872185,61.665815961513026
168,382,6,188.99125183508818,13.45958643927792,63.42774072019455,83.24607110755798
169,382,7,132.2941986238209,34.9331796542954,42.73836353066201,63.09854086269226
170,383,6,189.19754031008338,13.613232120900783,62.82885204824919,82.45705904769346
171,383,7,132.9750152358599,35.035894334760144,42.62129283068174,62.92436250418501
172,384,6,189.0435834303834,13.365112910642964,62.87558429095628,82.518626923006
173,384,7,133.41568330319862,35.11975927954841,42.884946221656435,63.31662730539126
174,385,6,188.71668026236924,12.997207146378571,63.172651937548494,82.91000175899256
175,385,7,133.85759833893883,34.87193352709099,43.265916407872226,63.883436606834294
176,386,6,188.6845438434324,13.083844111088396,62.968035402464864,82.64042759372367
177,386,7,134.19135699506253,35.20785943122277,43.324517683497845,63.970623870569966
178,387,6,188.6377099959874,12.878437447787348,62.65207508572115,82.2241624145216
179,387,7,134.74601397138264,35.6756422491961,43.047721159207526,63.55880465150386
180,388,6,188.85943861064163,13.187679348972551,61.979526881405036,81.33810684375592
181,388,7,135.05108727315525,35.94247654999141,42.89660432861922,63.33397229379935
182,389,6,189.11240388832758,13.583337594033672,61.32969304633821,80.48197655311233
183,389,7,133.80628588380944,35.69643323062384,43.523577432412594,64.2667859360285
184,390,6,188.9640581794409,13.643840752457741,61.20355316908416,80.3157922703808
185,390,7,134.5359111931888,36.39900429184987,43.09011653324768,63.62188069580751
186,391,6,187.40174836920397,13.699817517231523,61.06857064435053,80.1379581504936
187,391,7,134.78525613193952,36.66163534301711,42.43057694728975,62.64061448255302
188,392,6,188.96750393158607,14.904399647635891,59.97465135334761,78.6967628940929
189,392,7,133.5839779614535,36.39962537751249,42.89390007982797,63.32994889925624
190,393,6,188.58816695394324,14.65600110601504,60.137636795910794,78.91148974699362
