,frame,tracker,left,top,width,height
0,70,0,205.0,8.0,67.0,87.0
1,71,0,209.0930545877892,11.160921235742386,62.29134631516513,80.86448156218484
2,72,0,205.4238927392235,7.819194599990816,66.97176693784877,86.96321146446957
3,73,0,205.05177622186176,5.256622729318366,70.90857521967666,92.092991952912
4,74,0,201.3785970481507,4.785230656329951,71.80755718129842,93.26439269078276
5,75,0,204.53045158393917,4.79155295206003,73.37135446319894,95.30206793689547
6,76,0,201.15128136500712,4.390613606323399,72.31806632619899,93.92960157656222
7,77,0,204.68371999042384,4.324068194827838,72.22244342448411,93.80500203796402
8,78,0,203.51607354771627,5.240238568519295,69.80957341493328,90.66095929824624
9,79,0,205.6452942325942,7.5978430923729405,67.21861182134671,87.28485782781519
10,80,0,205.32189519086916,5.120992076755165,71.04378908017407,92.26917971052958
11,81,0,199.88302994432703,2.1025591278797506,74.13887634212782,96.3021722033784
12,82,0,204.50707568775613,4.623369897973589,72.44932187076881,94.10063152857725
13,83,0,199.79324661830879,2.7012318551923613,73.9381664684671,96.04064115588102
14,84,0,204.62307856288365,5.127518110371156,72.08121328612955,93.62097488798668
15,85,0,201.207874815639,5.292360495074433,71.9998831436875,93.51499924783485
16,86,0,204.63468092156126,5.31026173748608,71.80761996254341,93.2644744966471
17,87,0,201.41354556806712,5.457857954776749,71.72806912755553,93.16081734802651
18,88,0,203.86465842885224,6.022959500136125,71.54104801448904,92.9171231703944
19,89,0,205.1956899582813,8.356492679247921,67.2630474137616,87.34275875126471
20,90,0,205.31942289246473,8.57618352964348,66.96433191362678,86.95352340260419
21,91,0,201.49894045998886,5.798959584019286,71.01956036229794,92.23760895693323
22,92,0,204.84581133536844,8.738568214781708,67.07530722525061,87.09812759653823
23,93,0,204.61007525864068,6.1728947283935085,70.82936081934781,91.98977318884664
24,94,0,199.17804820048107,3.393805953211533,73.93459706685056,96.03599011741082
25,95,0,203.8385317649336,5.561204894425636,72.3885628728859,94.02146071315383
26,96,0,199.06193536011233,3.654946500285007,74.00969314109648,96.13384257779188
27,97,0,203.72703471344263,5.769678794964605,72.09577961017888,93.63995524962655
28,98,0,200.2424142779867,5.9651011670379575,71.971553534657,93.47808490879498
29,99,0,204.11218500119028,6.314179864264034,72.11774025876727,93.66857064021139
30,100,0,200.248107704506,6.025619145052367,71.94518012923683,93.44371956233837
31,101,0,203.9670849265235,6.128456456897666,71.54271303982307,92.91929274885986
32,102,0,200.6716048952329,6.023872309894543,71.72054593918043,93.15101440559826
33,103,0,203.93208196706473,5.656184913445458,72.13237943820116,93.68764593462527
34,104,0,202.8296104198104,7.004689511089985,69.59516390349634,90.38157720758568
35,105,0,204.96617878912627,8.796703518137804,67.12663589430235,87.1650104077269
36,106,0,204.61237560469354,5.985389300633493,71.36273851618134,92.68478049078126
37,107,0,205.16813035720105,8.65385661485017,67.29459175941247,87.38386198953701
38,108,0,204.90789208577985,5.761185933975547,71.24666894930954,92.53353832788767
39,109,0,201.36668570251692,5.5205010303969075,71.73802644835837,93.1737920387695
40,110,0,204.68404498403592,5.541711063281802,71.72761185178351,93.16022150383856
41,111,0,201.38787694182594,5.524372151034953,71.69014797811485,93.11140494117942
42,112,0,204.57844446488286,5.500009315209603,71.71856810272357,93.14843722476047
43,113,0,203.11148262861988,6.020961461162173,69.93792056840161,90.82819952852273
44,114,0,205.4207593214466,8.40758425766127,67.0654832849803,87.08532670467076
45,115,0,204.89335370835659,5.706532707377036,71.17191531632596,92.43613207884837
46,116,0,201.4394254064575,5.558381210097394,71.5197261739306,92.88934016603017
47,117,0,204.76135491312556,5.469012430876155,72.71139229103085,94.44211722770626
48,118,0,201.34904203833662,5.41555167357874,71.78799072952881,93.23889701120365
49,119,0,204.8684552675533,5.451863775221902,72.61449657437632,94.3158591726716
50,120,0,201.58327688815282,5.59503489239453,71.67696969450546,93.09423323829444
51,121,0,205.24894842641274,5.577769066963562,72.19862325070855,93.77396362971058
52,122,0,201.86688430082597,5.57585588778084,71.52636320470788,92.89798841825512
53,123,0,205.4682899946277,5.671830586380061,72.15981439540576,93.72339451522507
54,124,0,201.99949615197954,5.536850197439783,71.63505569048823,93.03961802093855
